file_name,image_id,tag,model_id,modelVersion_id,prompt_id,size,seed,prompt,negativePrompt,cfgScale,sampler,brisque_score,clip_score
13873199261123412706549161165722261973.png,13873199261123412706549161165722261973,vehicle,90496,96404,5,768x512,3518075494,"masterpiece, best quality, official art, extremely detailed CG unity 8k wallpaper, illustration, light, red car, bright, motor vehicle, ground vehicle, sports car, vehicle focus, road, need for speed, moving, wet, cyberpunk, tokyo, neon lights, drift","worst quality, bad quality, lowres, watermark",7,DPM++,32.484,35.1101
329304140373126833161570513686694617625.png,329304140373126833161570513686694617625,architecture,90496,96404,6,768x512,2282177607,"insanely detailed wide angle architecture photography, cozy contemporary living room, award-winning contemporary interior design, bright warm sunlight, furniture, indoors, building, living room, rug, plant, couch, intersting lights and shadows","worst quality, bad quality, lowres, watermark",7,DPM++,15.1138,29.1744
290967787390454523493958108439018239135.png,290967787390454523493958108439018239135,illustration,90496,96404,7,768x512,132340236,"portrait of beautiful cyborg with brown hair, intricate, elegant, highly detailed, majestic, digital photography, art by artgerm and ruan jia and greg rutkowski surreal painting gold butterfly filigree, broken glass, hdr","extra fingers, fewer fingers, bad hands, worst quality, bad quality, lowres, watermark",7,DPM++,4.2782,36.4209
667149905934134390409161121227583586.png,667149905934134390409161121227583586,art,90496,96404,8,512x768,384804,"masterpiece, best quality, best shadow, intricate, oil painting, art, painting, violet flower, jar, table, white cloth, brush, classic, impressionism, artwork by Monet","worst quality, bad quality, lowres, watermark, photo",7,DPM++,26.731,31.6849
259324345344461139230662498211849180861.png,259324345344461139230662498211849180861,food,90496,96404,9,768x512,1719354594,"masterpiece, best quality, best shadow, intricate, 1 bowl of ramen","worst quality, bad quality, lowres, watermark, multiple bows",7,DPM++,49.5776,25.5793
23741583636306868962992331170807974261.png,23741583636306868962992331170807974261,abstract,90496,96404,10,768x512,3660892251,"masterpiece, best quality, best shadow, intricate, Pneumonoultramicroscopicsilicovolcanoconiosis","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,116.0667,23.1611
297466294755570496992578319325963898562.png,297466294755570496992578319325963898562,abstract,90496,96404,11,768x512,7461982159,"masterpiece, best quality, best shadow, intricate, supercalifragilisticexpialidocious","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,32.7131,20.123
250216205658647399670136976209623828259.png,250216205658647399670136976209623828259,abstract,90496,96404,12,768x512,8486466558,"masterpiece, best quality, best shadow, intricate, Incomprehensibilities","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,99.7775,20.426
338870659197525355297419701482256101209.png,338870659197525355297419701482256101209,abstract,90496,96404,13,768x512,925534487,"masterpiece, best quality, best shadow, intricate, The collision of two black holes in the center of a galaxy.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,30.6848,29.799
121363222699394024167927344686815722771.png,121363222699394024167927344686815722771,abstract,90496,96404,14,768x512,128112445,"masterpiece, best quality, best shadow, intricate, Oil painting generated by artificial intelligence","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,4.4581,27.6296
247364495578586983823650802110089735908.png,247364495578586983823650802110089735908,animal,90496,96404,15,512x768,1509721018,"masterpiece, best quality, best shadow, intricate, a close-up of a blue dragonfly on a daffodil","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,-14.8463,31.0532
73650566525587866982546469633515801889.png,73650566525587866982546469633515801889,animal,90496,96404,16,512x768,5443568375,"masterpiece, best quality, best shadow, intricate, The mouse the cat watches is jumping in the air.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,132.7392,28.2895
26587280001447574747973573133887017377.png,26587280001447574747973573133887017377,animal,90496,96404,17,512x768,3322673031,"masterpiece, best quality, best shadow, intricate, Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Marble statue.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,15.5535,30.1957
189690894529763181776027603849199760272.png,189690894529763181776027603849199760272,animal,90496,96404,18,512x768,2906332466,"masterpiece, best quality, best shadow, intricate, A cartoon tiger face","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,20.3901,28.3951
28984915706207095643712580018095834291.png,28984915706207095643712580018095834291,animal,90496,96404,19,512x768,901409224,"masterpiece, best quality, best shadow, intricate, corgi pizza","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,12.2626,32.8282
158314777150955319331960710642573687565.png,158314777150955319331960710642573687565,art,90496,96404,20,512x768,8007266095,"masterpiece, best quality, best shadow, intricate, light and happiness throughout and finding its way to every corner of the world, abstract oil painting","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,14.2748,28.508
69113956483881338846487021543583973466.png,69113956483881338846487021543583973466,art,90496,96404,21,512x768,4134248873,"masterpiece, best quality, best shadow, intricate, a painting of a sport car in the style of Dali","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,17.7333,31.0371
41816241429154467164173465524062981949.png,41816241429154467164173465524062981949,art,90496,96404,22,512x768,5499100310,"masterpiece, best quality, best shadow, intricate, A tornado made of sharks crashing into a skyscraper. painting in the style of Hokusai.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,18.8352,27.9748
294371163152079406807036782770555427077.png,294371163152079406807036782770555427077,art,90496,96404,23,512x768,9133783679,"masterpiece, best quality, best shadow, intricate, a painting of an ornate treasure chest with a broad sword propped up against it, glowing in a dark cave","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,27.0093,24.9144
151659045306581263662139608760885330476.png,151659045306581263662139608760885330476,art,90496,96404,24,512x768,4131109744,"masterpiece, best quality, best shadow, intricate, an oil surrealist painting of a dreamworld on a seashore where clocks and watches appear to be inexplicably limp and melting in the desolate landscape. a table on the left, with a golden watch swarmed by ants. a strange fleshy creature in the center of the painting","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,14.8209,33.7816
20883589854486416267623523275477718531.png,20883589854486416267623523275477718531,artifact,90496,96404,25,768x512,5984593491,"masterpiece, best quality, best shadow, intricate, a blue t-shirt with a dinosaur on it","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,23.835,33.3183
192852668800934663482217362599481844669.png,192852668800934663482217362599481844669,artifact,90496,96404,26,768x512,4556155879,"masterpiece, best quality, best shadow, intricate, a white robot, a red robot and a black robot standing together","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,18.9585,31.9523
174884240607065250481066852773065718117.png,174884240607065250481066852773065718117,artifact,90496,96404,27,768x512,1461816475,"masterpiece, best quality, best shadow, intricate, a paranoid android freaking out and jumping into the air because it is surrounded by colorful Easter eggs","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,8.1607,23.8716
3372553137085840232258892506204191205.png,3372553137085840232258892506204191205,artifact,90496,96404,28,768x512,8115899322,"masterpiece, best quality, best shadow, intricate, a silver doorknocker on a mahoghany door","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,17.7381,31.8211
26678791827361151724838773003707890715.png,26678791827361151724838773003707890715,artifact,90496,96404,29,768x512,6636029176,"masterpiece, best quality, best shadow, intricate, a yellow diamond-shaped sign with a wooly mammoth silhouette","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,1.7354,28.4271
9363058582228064169991556539400566332.png,9363058582228064169991556539400566332,food,90496,96404,30,768x512,2003469210,"masterpiece, best quality, best shadow, intricate, A bowl of Beef Pho","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,6.4564,32.273
64719622599050423757451381423598708675.png,64719622599050423757451381423598708675,food,90496,96404,31,768x512,8554415131,"masterpiece, best quality, best shadow, intricate, five green peppers to the right of two red onions","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,-4.3903,29.0967
248707217597538821791052742824799044601.png,248707217597538821791052742824799044601,food,90496,96404,32,768x512,1409520675,"masterpiece, best quality, best shadow, intricate, a glass of orange juice with an orange peel stuck on the rim","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,25.729,31.1759
32876584583594685387120092339520846187.png,32876584583594685387120092339520846187,food,90496,96404,33,768x512,2670652932,"masterpiece, best quality, best shadow, intricate, milk pouring from a glass into a bowl","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,4.0145,26.4747
170164742529523264836768329239910054520.png,170164742529523264836768329239910054520,food,90496,96404,34,768x512,9018489340,"masterpiece, best quality, best shadow, intricate, a wine bottle with a red ribbon wrapped around it","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,37.1335,27.7886
246645302030654502093028296258609005493.png,246645302030654502093028296258609005493,illustration,90496,96404,35,768x512,1480882407,"masterpiece, best quality, best shadow, intricate, a cube made of porcupine","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,14.175,29.3934
253512807369847606189000971333043666872.png,253512807369847606189000971333043666872,illustration,90496,96404,36,768x512,5682533250,"masterpiece, best quality, best shadow, intricate, a metallic blue sphere to the left of a yellow box made of felt","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,14.0531,28.683
222164083587294490048807073082056981619.png,222164083587294490048807073082056981619,illustration,90496,96404,37,768x512,6717752929,"masterpiece, best quality, best shadow, intricate, the words 'KEEP OFF THE GRASS'","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,10.531,30.7891
314652057954717878746639732607559137532.png,314652057954717878746639732607559137532,illustration,90496,96404,38,768x512,4930352916,"masterpiece, best quality, best shadow, intricate, a square with an angry face","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,91.2522,23.2852
80646554674722578871702868843621693648.png,80646554674722578871702868843621693648,illustration,90496,96404,39,768x512,3918434010,"masterpiece, best quality, best shadow, intricate, a red cube on top of a blue cube","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,28.2421,26.3119
241957871347610704427904170449742273304.png,241957871347610704427904170449742273304,architecture,90496,96404,40,768x512,7490480091,"masterpiece, best quality, best shadow, intricate, a group of cats in a meeting. there is a whiteboard with ""stack more layers"" written on it.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,10.2734,25.448
132182325914809780571496160023224968362.png,132182325914809780571496160023224968362,architecture,90496,96404,41,768x512,2060098864,"masterpiece, best quality, best shadow, intricate, An empty fireplace with a television above it. The TV shows a lion hugging a giraffe.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,-1.4304,32.4331
214945606373628845828643368905595527756.png,214945606373628845828643368905595527756,architecture,90496,96404,42,768x512,3390813036,"masterpiece, best quality, best shadow, intricate, a bunch of laptops piled on a sofa","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,35.2998,21.4571
122465312468648095825502275055808810153.png,122465312468648095825502275055808810153,architecture,90496,96404,43,768x512,5910226421,"masterpiece, best quality, best shadow, intricate, a ceiling fan with five brown blades","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,38.9798,33.3606
244418278721172682489303759223285846900.png,244418278721172682489303759223285846900,architecture,90496,96404,44,768x512,5278374185,"masterpiece, best quality, best shadow, intricate, a living room with a large Egyptian statue in the corner","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,17.0084,27.3837
5409643290923282256236549233822856066.png,5409643290923282256236549233822856066,scenery,90496,96404,45,768x512,3698502578,"masterpiece, best quality, best shadow, intricate, a tennis court with a basketball hoop in one corner","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,27.9614,27.093
290301132326851178314952953260295676986.png,290301132326851178314952953260295676986,scenery,90496,96404,46,768x512,998785767,"masterpiece, best quality, best shadow, intricate, a close-up of the eye of the planet Jupiter","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,18.7416,32.9561
63561714634823802734207716147439973388.png,63561714634823802734207716147439973388,scenery,90496,96404,47,768x512,2983353700,"masterpiece, best quality, best shadow, intricate, the word 'START' written in chalk on a sidewalk","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,19.5109,21.1215
336879421350980191191971807131610644223.png,336879421350980191191971807131610644223,scenery,90496,96404,48,768x512,3745127138,"masterpiece, best quality, best shadow, intricate, a tidal wave approaching a coastal road","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,-3.7128,25.0543
156799218244659427416882276697943220392.png,156799218244659427416882276697943220392,scenery,90496,96404,49,768x512,173376499,"masterpiece, best quality, best shadow, intricate, a fall landscape with a small cottage next to a lake","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,8.6799,29.851
95107316795843026978156188142907409815.png,95107316795843026978156188142907409815,people,90496,96404,50,512x768,8904114895,"masterpiece, best quality, best shadow, intricate, a group of skiers are preparing to walk up a sand dune","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,53.8547,35.3255
80132659354285872234706840303046813880.png,80132659354285872234706840303046813880,people,90496,96404,51,512x768,5661439270,"masterpiece, best quality, best shadow, intricate, a Saint Bernard standing up with its paws in the air. A young girl is seated on the dog's shoulders.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,25.3452,28.2347
327634781078140395721970626326188260076.png,327634781078140395721970626326188260076,people,90496,96404,52,512x768,3892569215,"masterpiece, best quality, best shadow, intricate, an old man with a long grey beard and green eyes","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,11.8191,24.7529
232198567943894249628152026435258558515.png,232198567943894249628152026435258558515,people,90496,96404,53,512x768,6527211001,"masterpiece, best quality, best shadow, intricate, a man eating a glazed donut and a woman eating a chocolate cake","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,12.1116,26.0605
227627972183424107522717131552093837104.png,227627972183424107522717131552093837104,people,90496,96404,54,512x768,4467726520,"masterpiece, best quality, best shadow, intricate, a frustrated child","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,31.3105,19.2261
75949726597971781784637170061756467082.png,75949726597971781784637170061756467082,produce & plant,90496,96404,55,768x512,7459922620,"masterpiece, best quality, best shadow, intricate, A photo of a maple leaf made of water. ","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,35.0632,29.8449
284584137139015047078500155348946942426.png,284584137139015047078500155348946942426,produce & plant,90496,96404,56,768x512,8376493814,"masterpiece, best quality, best shadow, intricate, a butterfly kite stuck high in a tree","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,4.6865,26.3447
232625931655075694083446384358430611395.png,232625931655075694083446384358430611395,produce & plant,90496,96404,57,768x512,6532914018,"masterpiece, best quality, best shadow, intricate, A photo of a four-leaf clover made of water. ","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,16.3677,25.3995
102686603413134329935236261774650757797.png,102686603413134329935236261774650757797,produce & plant,90496,96404,58,768x512,2233537572,"masterpiece, best quality, best shadow, intricate, a smiling banana wearing a bandana","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,4.2151,26.7586
172808802979917088648403277364072354602.png,172808802979917088648403277364072354602,produce & plant,90496,96404,59,768x512,7465129606,"masterpiece, best quality, best shadow, intricate, a small garden with an apple tree behind it","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,4.9111,25.0715
74138190358733685828378393762559208973.png,74138190358733685828378393762559208973,vehicle,90496,96404,60,768x512,6047528567,"masterpiece, best quality, best shadow, intricate, a submarine floating past a shark","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,22.9204,30.6557
276204546223384537977442574080545559970.png,276204546223384537977442574080545559970,vehicle,90496,96404,61,768x512,4402297889,"masterpiece, best quality, best shadow, intricate, a subway train coming out of a tunnel","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,3.7163,30.8452
250348092926818824832161665310949228792.png,250348092926818824832161665310949228792,vehicle,90496,96404,62,768x512,5235424873,"masterpiece, best quality, best shadow, intricate, a subway train with no cows in it","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,9.908,28.7175
298718209557079005735420773876881717430.png,298718209557079005735420773876881717430,vehicle,90496,96404,63,768x512,4568468532,"masterpiece, best quality, best shadow, intricate, A photograph of the inside of a subway train. There are frogs sitting on the seats. One of them is reading a newspaper. The window shows the river in the background.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,-0.6362,28.8419
301866705665569464836382855856390190996.png,301866705665569464836382855856390190996,vehicle,90496,96404,64,768x512,9286102128,"masterpiece, best quality, best shadow, intricate, a old-time car with a large front grille","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,6.5687,30.3435
4007796128988395385813463837290851948.png,4007796128988395385813463837290851948,world knowledge,90496,96404,65,768x512,9826328824,"masterpiece, best quality, best shadow, intricate, a boat in the canals of venice","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,29.952,29.2492
31790268702566477000094108571720019279.png,31790268702566477000094108571720019279,world knowledge,90496,96404,66,768x512,735836385,"masterpiece, best quality, best shadow, intricate, the cover of The Beatle's album Revolver","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,7.149,31.7574
203276309598971644428074862554782205445.png,203276309598971644428074862554782205445,world knowledge,90496,96404,67,768x512,7829008466,"masterpiece, best quality, best shadow, intricate, a Ferrari Testarossa in front of the Kremlin","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,13.4884,35.2829
313867343329255825099506367663376026282.png,313867343329255825099506367663376026282,world knowledge,90496,96404,68,768x512,5956840504,"masterpiece, best quality, best shadow, intricate, an abstract painting of the Empire State Building","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,17.1729,29.501
134332242646744767578736810062343854850.png,134332242646744767578736810062343854850,world knowledge,90496,96404,69,768x512,9632658022,"masterpiece, best quality, best shadow, intricate, A shiny VW van that has flowers painted on it. A smiling sloth stands on grass in front of the van and is wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book. ink sketch.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,31.447,27.9823
254240716236887726630440530926457699430.png,254240716236887726630440530926457699430,people,4384,94081,1,512x768,1434108678,"masterpiece, best quality, best shadow, intricate, 1girl, solo, closeup portrait, standing, pink hair, long hair, hair ornament, floating hair, blue eyes, looking at viewer, looking away, smile, closed mouth, floral print milkmaid dress, beautiful background","extra fingers, fewer fingers, bad hands, extra hands, lowres, bad anatomy, watermark, symmetric, NSFW",7,DPM++,10.4442,34.5354
233415586251139057155426052050358998012.png,233415586251139057155426052050358998012,people,4384,94081,2,512x768,166329422,"best quality, masterpiece, best shadow, intricate, ultra high res, 1man, long hair, messy hair,  pilot sunglasses, white shirt, dynamic pose, looking at viewer, from below, Tokyo city background, night city","extra fingers, fewer fingers, bad hands, lowres, bad anatomy, watermark, girl, female, NSFW",7,DPM++,17.3272,29.523
171649622198312957208390436628365409791.png,171649622198312957208390436628365409791,scenery,4384,94081,3,768x512,2230358527,"masterpiece, best quality, high quality, extremely detailed CG unity 8k wallpaper,landscape with texture ,A place with lots of leaves on the ground and autumn colors,award winning photography, Bokeh, Depth of Field, HDR, bloom, Chromatic Aberration, extremely detailed, trending on artstation","canvas frame, disfigured, bad art, weird colors, blurry, duplicate, out of frame, NSFW",7,DPM++,10.2022,34.6015
142458160372326277346294681763778167499.png,142458160372326277346294681763778167499,animal,4384,94081,4,512x768,2995762643,"masterpiece, best quality, best shadow, intricate, highly detailed, black cat, tin cute, warm lighting","canvas frame, disfigured, bad art, weird colors, blurry, duplicate, out of frame, NSFW",7,DPM++,11.2917,31.6389
45635910863744187202239544737834102345.png,45635910863744187202239544737834102345,vehicle,4384,94081,5,768x512,3518075494,"masterpiece, best quality, official art, extremely detailed CG unity 8k wallpaper, illustration, light, red car, bright, motor vehicle, ground vehicle, sports car, vehicle focus, road, need for speed, moving, wet, cyberpunk, tokyo, neon lights, drift","worst quality, bad quality, lowres, watermark",7,DPM++,12.1628,36.5638
124204040630541289477200633775875827880.png,124204040630541289477200633775875827880,architecture,4384,94081,6,768x512,2282177607,"insanely detailed wide angle architecture photography, cozy contemporary living room, award-winning contemporary interior design, bright warm sunlight, furniture, indoors, building, living room, rug, plant, couch, intersting lights and shadows","worst quality, bad quality, lowres, watermark",7,DPM++,18.9837,28.6842
254220659066922365949342986585579581756.png,254220659066922365949342986585579581756,illustration,4384,94081,7,768x512,132340236,"portrait of beautiful cyborg with brown hair, intricate, elegant, highly detailed, majestic, digital photography, art by artgerm and ruan jia and greg rutkowski surreal painting gold butterfly filigree, broken glass, hdr","extra fingers, fewer fingers, bad hands, worst quality, bad quality, lowres, watermark",7,DPM++,-4.4521,34.1814
55523675773052510426384807799215349106.png,55523675773052510426384807799215349106,art,4384,94081,8,512x768,384804,"masterpiece, best quality, best shadow, intricate, oil painting, art, painting, violet flower, jar, table, white cloth, brush, classic, impressionism, artwork by Monet","worst quality, bad quality, lowres, watermark, photo",7,DPM++,20.7651,33.7154
19637818627619188290623156145948788685.png,19637818627619188290623156145948788685,food,4384,94081,9,768x512,1719354594,"masterpiece, best quality, best shadow, intricate, 1 bowl of ramen","worst quality, bad quality, lowres, watermark, multiple bows",7,DPM++,20.4805,28.4129
251772139105485165066338917742471558200.png,251772139105485165066338917742471558200,abstract,4384,94081,10,768x512,3660892251,"masterpiece, best quality, best shadow, intricate, Pneumonoultramicroscopicsilicovolcanoconiosis","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,14.9116,25.9516
301645597918680330079044001819573855545.png,301645597918680330079044001819573855545,abstract,4384,94081,11,768x512,7461982159,"masterpiece, best quality, best shadow, intricate, supercalifragilisticexpialidocious","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,-3.0433,25.3099
13041876441755569969674919510088979473.png,13041876441755569969674919510088979473,abstract,4384,94081,12,768x512,8486466558,"masterpiece, best quality, best shadow, intricate, Incomprehensibilities","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,2.1589,24.2961
250053453662505332685650604213831647112.png,250053453662505332685650604213831647112,abstract,4384,94081,13,768x512,925534487,"masterpiece, best quality, best shadow, intricate, The collision of two black holes in the center of a galaxy.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,21.5203,27.3856
3297974057301082777154465287140058384.png,3297974057301082777154465287140058384,abstract,4384,94081,14,768x512,128112445,"masterpiece, best quality, best shadow, intricate, Oil painting generated by artificial intelligence","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,14.4316,27.1159
237713730532746109159771688823562266243.png,237713730532746109159771688823562266243,animal,4384,94081,15,512x768,1509721018,"masterpiece, best quality, best shadow, intricate, a close-up of a blue dragonfly on a daffodil","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,20.8245,34.6671
298934543960740494793057321283892576613.png,298934543960740494793057321283892576613,animal,4384,94081,16,512x768,5443568375,"masterpiece, best quality, best shadow, intricate, The mouse the cat watches is jumping in the air.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,0.1223,27.3453
187235236142322695295080115801481374576.png,187235236142322695295080115801481374576,animal,4384,94081,17,512x768,3322673031,"masterpiece, best quality, best shadow, intricate, Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Marble statue.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,14.683,33.7742
173530826036718017747112093755527526349.png,173530826036718017747112093755527526349,animal,4384,94081,18,512x768,2906332466,"masterpiece, best quality, best shadow, intricate, A cartoon tiger face","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,6.9996,29.0214
152445688157345981269263506675159208529.png,152445688157345981269263506675159208529,animal,4384,94081,19,512x768,901409224,"masterpiece, best quality, best shadow, intricate, corgi pizza","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,10.2601,32.0676
247219069310985336535812244707923721744.png,247219069310985336535812244707923721744,art,4384,94081,20,512x768,8007266095,"masterpiece, best quality, best shadow, intricate, light and happiness throughout and finding its way to every corner of the world, abstract oil painting","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,8.7611,25.3647
171043435996841882538827832291730196822.png,171043435996841882538827832291730196822,art,4384,94081,21,512x768,4134248873,"masterpiece, best quality, best shadow, intricate, a painting of a sport car in the style of Dali","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,8.4924,27.5567
281434747879528479891574657564196912378.png,281434747879528479891574657564196912378,art,4384,94081,22,512x768,5499100310,"masterpiece, best quality, best shadow, intricate, A tornado made of sharks crashing into a skyscraper. painting in the style of Hokusai.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,5.0316,32.7718
63852260706116757638056036382092795641.png,63852260706116757638056036382092795641,art,4384,94081,23,512x768,9133783679,"masterpiece, best quality, best shadow, intricate, a painting of an ornate treasure chest with a broad sword propped up against it, glowing in a dark cave","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,14.1852,29.0532
